151
           1018           1019             35
     -0.0088243     -0.8525260      1.0141259      0.8537561     -0.0000667      1.6256095     -0.5039216     -1.6203712      1.0000000
           1852     -2.2786401     -0.0889135     -2.2738945     -0.7247711
           1876     -2.2780375      0.2700151     -2.2735581     -0.3682738
           1908     -2.2028520     -0.2900412     -2.1978137     -0.9242625
           1913     -2.1533669     -0.3295184     -2.1482727     -0.9602166
           1916     -2.2623189      0.4481845     -2.2580041     -0.1905617
           1928     -2.0461488      1.0495023     -2.0416296      0.4089142
           1934     -1.7788783      0.7194655     -1.7742647      0.0929770
           1941     -1.6977375      0.8482623     -1.6930593      0.2225091
           1988     -1.8271883      1.0134189     -1.8223107      0.3717592
           1990     -2.1134602      0.8734450     -2.1086042      0.2291464
           2003     -1.9799765      0.6024229     -1.9752921     -0.0290907
           2004     -1.8730886      0.9629283     -1.8680885      0.3193959
           2006     -2.3597706      1.0430330     -2.3558752      0.3989988
           2007     -2.0071266      0.8184842     -2.0019976      0.1727678
           2008     -2.3616750      1.1824425     -2.3574501      0.5402202
           2011     -2.0071999      0.9294228     -2.0023102      0.2813360
           2014     -1.3780428      1.1637712     -1.3728192      0.5396427
           2018     -1.8407581      1.7079715     -1.8361711      1.0684165
           2020     -2.3311103      1.2651753     -2.3268503      0.6229414
           2022     -2.3369506      1.4048594     -2.3327108      0.7659216
           2024     -2.2696136      1.4732314     -2.2657770      0.8299793
           2025     -2.0844557      1.7565163     -2.0808164      1.1174033
           2028     -1.8243133      1.2602330     -1.8193091      0.6155775
           2030     -2.1223539      1.4998800     -2.1180119      0.8540979
           2033     -1.9515639      1.6191437     -1.9474579      0.9774558
           2036     -1.8494668      1.5974298     -1.8452061      0.9555094
           2038     -1.7068508      1.4070689     -1.7020308      0.7717515
           2043     -2.0491729      1.6928400     -2.0444283      1.0469230
           2046     -1.6183012      1.5009229     -1.6131013      0.8601173
           2051     -2.2399769      1.6369947     -2.2364956      0.9970146
           2055     -1.5942484      1.7432440     -1.5893190      1.1062616
           2058     -1.8349529      1.3912405     -1.8301600      0.7525454
           2061     -2.0857399      1.4191125     -2.0808571      0.7739690
           2076     -1.1350536      1.2857374     -1.1302679      0.6689187
           2090     -1.1490177      1.7972600     -1.1438443      1.1670950
           4001           4002             64
      0.0067409     -0.6979922     -0.0556622      0.6938454      0.0002351     -1.5750943     -0.4011421      1.5454576      1.0000000
           2237      1.0343826     -0.2631953      0.9740593      0.3568247
           2242      0.8828296     -0.0811410      0.8222280      0.5403728
           7109      1.2284774     -1.0942700      1.1687171     -0.4793894
           7114      1.2853981     -0.9276222      1.2253963     -0.3131052
           7116      1.1833095     -1.0670322      1.1233818     -0.4517406
           7126      1.0968674     -0.9343732      1.0363406     -0.3170622
           7128      1.1062081     -0.7812758      1.0454575     -0.1627973
           7139      1.3320485     -1.2759321      1.2725880     -0.6638828
           7143      1.3335017     -1.0539556      1.2737746     -0.4405691
           7145      1.2406996     -0.7494192      1.1808305     -0.1322335
           7151      1.7871822     -1.4843759      1.7295056     -0.8746840
           7155      1.8576753     -0.8105731      1.8007535     -0.1961493
           7170      2.1354949     -1.0462825      2.0794149     -0.4361837
           7173      1.5137344     -0.8447607      1.4548008     -0.2325503
           7175      1.9797693     -0.8757251      1.9230904     -0.2637846
           7192      1.1252230     -0.7409108      1.0648987     -0.1223760
           7197      1.2082747     -0.5524291      1.1483580      0.0659915
           7203      1.0035290     -0.7028402      0.9429355     -0.0842584
           7205      1.2794364     -0.6876426      1.2199954     -0.0708279
           7209      1.3032067     -0.4441796      1.2438074      0.1739342
           7210      1.2753162     -0.6278588      1.2155890     -0.0104390
           7211      1.2544495     -0.3836147      1.1944799      0.2362724
           7212      1.3134948     -0.5158487      1.2542517      0.1016480
           7218      1.4794000     -0.5201217      1.4210871      0.0949080
           7222      2.0894894     -0.4381832      2.0336123      0.1758149
           7229      1.5301374     -0.3555625      1.4718263      0.2613478
           7233      1.6151141     -0.7348660      1.5566143     -0.1216768
           7234      1.5942806     -0.1545271      1.5366046      0.4636230
           7236      1.9439052     -0.6358169      1.8873031     -0.0227614
           7238      1.4554342     -0.3774511      1.3965839      0.2391257
           7241      2.0918105     -0.3513598      2.0362788      0.2634706
           7243      1.5875009     -0.5909829      1.5296870      0.0230334
           7244      2.0597759     -0.2840479      2.0038934      0.3310671
           7245      1.8270260      0.0423282      1.7698212      0.6601416
           7246      1.4377608     -0.5070510      1.3790702      0.1081155
           7249      1.7840713     -0.3750380      1.7268680      0.2395334
           7251      1.4631137     -0.7109026      1.4045250     -0.0974910
           7254      1.6888401     -0.1541629      1.6312643      0.4629523
           7255      1.5367381     -0.4423018      1.4789792      0.1735072
           7260      2.1776520     -0.4517226      2.1214832      0.1735914
           7262      2.0672419     -0.2428328      2.0111632      0.3729348
           7309      2.0964075      0.7243435      2.0384388      1.3573080
           7312      1.6696986      0.3659167      1.6116019      0.9862055
           7313      2.0900337      1.0181150      2.0326946      1.6548055
           7314      1.8688080      0.9909196      1.8103059      1.6247272
           7316      2.1679662      0.9045516      2.1109393      1.5387894
           7319      1.5770391      1.1670951      1.5181991      1.7960702
           7322      1.8353051      0.3303132      1.7778310      0.9508408
           7324      2.0874247      0.5596260      2.0295933      1.1934315
           7326      2.0169868      1.0482970      1.9593067      1.6834321
           7327      1.9845659      0.7732590      1.9271221      1.4041471
           7330      1.8908222      0.7675308      1.8330295      1.3934860
           7333      2.0884644      0.6471840      2.0316193      1.2805512
           7339      2.1440743      1.0156531      2.0868040      1.6537058
           7340      1.5382141      0.3077494      1.4799253      0.9282336
           7341      1.4696092      0.6729832      1.4114762      1.2954953
           7342      2.1121444      0.8442561      2.0552105      1.4775928
           7343      1.8256868      0.8077336      1.7679114      1.4335709
           7346      1.7483353      0.4304841      1.6906896      1.0511383
           7348      2.2253454      0.4263055      2.1680233      1.0659205
           7349      1.5640765      0.9804067      1.5057717      1.6077788
           7350      1.5453057      0.6335419      1.4871074      1.2567810
           7351      2.0042121      0.9890994      1.9461218      1.6272054
           7354      2.2475776      0.3695235      2.1900879      1.0071977
           4001           4003             32
      0.0093512     -0.5927618     -0.5717030      0.5929246     -0.0017667     -0.8435930     -0.1911774      0.7733330      1.0000000
           2237      1.0343826     -0.2631953      0.9134801      0.9913198
           2242      0.8828296     -0.0811410      0.7604305      1.1760021
           7109      1.2284774     -1.0942700      1.1088876      0.1499522
