260
           1001           1002             70
     -0.0064406     -1.4160539     -4.6618984      1.4179965     -0.0019451      0.4957870      5.6157015     -0.3005007      1.0000000
             11     -0.0937456     -0.9223764      0.0526339     -1.5922020
             13      0.1468297     -0.8897818      0.2909337     -1.5599451
             16      0.8866645     -0.8725956      1.0331560     -1.5505544
             25      1.1148379     -0.8476711      1.2631251     -1.5198418
             37     -1.6916498     -0.3417144     -1.5521001     -1.0205250
             41     -1.6306371     -0.6984532     -1.4912680     -1.3749559
             42     -1.7635676     -0.1277767     -1.6263963     -0.7972378
             44     -2.1463100      0.0726144     -2.0093606     -0.5962073
             46     -2.0737333     -0.0752294     -1.9366667     -0.7440639
             47     -2.2618222      0.0787488     -2.1257122     -0.5895467
             48     -1.8860812     -0.6341217     -1.7472587     -1.3074355
             50     -1.7639043     -0.0583404     -1.6261284     -0.7292319
             53     -2.0402519      0.0457860     -1.9033885     -0.6227207
             54     -1.6202492     -0.0686759     -1.4812757     -0.7394324
             55     -2.1115435     -0.0325295     -1.9748126     -0.7030590
             56     -1.9044203     -0.1072788     -1.7671646     -0.7753446
             57     -2.2310239     -0.0744197     -2.0943691     -0.7427176
             58     -2.2670629     -0.2610017     -2.1303547     -0.9327360
             60     -1.8012884     -0.6345781     -1.6654240     -1.3047141
             66     -1.7604381      0.0012041     -1.6225486     -0.6687030
             70     -1.9203191     -0.4765465     -1.7848300     -1.1438511
             72     -2.3341502      0.0093080     -2.1992057     -0.6603064
             73     -2.2102768     -0.1923445     -2.0697347     -0.8735228
             74     -1.6383206     -0.1937541     -1.4999649     -0.8627665
             76     -2.0119108     -0.5438081     -1.8751854     -1.2134456
             77     -1.1762815      0.1732129     -1.0370297     -0.4918189
             81     -1.1246882     -0.1383519     -0.9844174     -0.8080939
             82     -1.3405012     -0.6842495     -1.1943561     -1.3729546
             87     -1.5411897     -0.1340573     -1.4024025     -0.8052987
             89     -1.2897132     -0.7635055     -1.1485354     -1.4360461
