211
           2001           2002            569
      0.3060410    -18.6561277   -175.5202627     18.3432644     -0.0108344     -0.8800386    169.5627402      0.8708795      1.0000000
              1     -2.3135192     -1.1115504     -2.3107166     -0.8172462
              3     -1.9724770     -1.3924336     -1.9688211     -1.0800865
              6     -2.2342676     -1.3719574     -2.2315394     -1.0720072
              9     -2.1029123     -1.1796024     -2.0994964     -0.8851445
             12     -1.8972287     -0.9301659     -1.8937592     -0.6218854
             13     -1.9786322     -1.0141476     -1.9749392     -0.7168318
             17     -1.8965816     -1.3467679     -1.8929935     -1.0337734
             18     -1.8266511     -1.3297123     -1.8232574     -1.0162839
             25     -2.1809539     -1.3195473     -2.1772646     -1.0198096
             32     -1.7567395     -1.6529852     -1.7530342     -1.3389070
             37     -2.3334415     -1.3491299     -2.3308195     -1.0535854
             41     -1.9011785     -1.4534678     -1.8975717     -1.1398693
             47     -1.9786857     -1.6940689     -1.9756094     -1.3829515
             52     -1.9553203     -1.4446351     -1.9518938     -1.1332014
             54     -1.7601298     -1.2554616     -1.7560479     -0.9427790
             59     -2.0939291     -0.8221257     -2.0899701     -0.5250940
             63     -2.0570715     -1.6037306     -2.0533679     -1.2995883
             73     -1.3732440     -1.3845976     -1.3686584     -1.0787833
             76     -1.2492439     -1.6040831     -1.2446854     -1.2939308
             81     -0.8671185     -1.0221959     -0.8623936     -0.7117087
             84     -0.6101499     -1.2875260     -0.6050685     -0.9806157
             94     -0.8792591     -1.2538411     -0.8740764     -0.9474259
             95     -1.0834634     -1.3713911     -1.0785080     -1.0672933
            102     -1.1198673     -1.4187660     -1.1155373     -1.1149905
            108     -0.9860491     -1.5559514     -0.9811008     -1.2431280
            115     -1.3346821     -1.6442208     -1.3312789     -1.3279741
            126     -0.6142032     -1.0764462     -0.6092142     -0.7644987
            129     -1.0157013     -1.6958829     -1.0108844     -1.3820414
            130     -1.2227106     -1.1004638     -1.2179363     -0.7942873
            135     -0.9357472     -1.6711945     -0.9308247     -1.3545827
            137     -1.2394459     -1.3963018     -1.2350030     -1.0895395
            139     -0.0306674     -1.5551407     -0.0254428     -1.2450404
            146     -0.1120084     -0.9145211     -0.1070682     -0.6068471
            149      0.1858342     -1.1512993      0.1919389     -0.8336414
            150     -0.1760303     -1.0551231     -0.1713886     -0.7522644
            151      0.1847490     -1.4672272      0.1905797     -1.1561718
            155      0.0822517     -1.4499859      0.0876247     -1.1434662
            156     -0.0511859     -1.6319420     -0.0452521     -1.3245180
            157      0.2611575     -1.0588564      0.2667801     -0.7413737
            159      0.3541698     -1.1047743      0.3602856     -0.7853591
            161     -0.1757877     -0.9773931     -0.1708488     -0.6737746
            164     -0.4175187     -1.5648724     -0.4117008     -1.2624616
            165      0.1174817     -0.9079738      0.1223444     -0.5929554
            166      0.2185037     -0.8560504      0.2233879     -0.5399606
            167      0.2936166     -1.0085802      0.2991111     -0.6909202
            168      0.2829165     -0.8480238      0.2877629     -0.5319440
            174     -0.3342232     -1.3700697     -0.3295663     -1.0591108
            176     -0.2171535     -1.3243489     -0.2119005     -1.0069461
            177     -0.2617809     -1.0668262     -0.2570480     -0.7572050
            179     -0.0308398     -0.8875252     -0.0257013     -0.5726315
            185     -0.5238187     -1.3522708     -0.5186424     -1.0480154
            186      0.3832664     -1.5452796      0.3887635     -1.2402090
            187     -0.0294119     -1.1949687     -0.0235245     -0.8863766
            196     -0.2263694     -1.6727696     -0.2209480     -1.3652797
            198     -0.4346063     -0.9410571     -0.4301042     -0.6271580
            199     -0.5532887     -1.2981087     -0.5486007     -0.9935669
            200      0.0948010     -1.0216334      0.1001171     -0.7053103
            209     -0.0056398     -1.5075187     -0.0004475     -1.1973102
            213     -0.4887484     -1.4479742     -0.4829009     -1.1420413
            214     -0.3353033     -1.0207846     -0.3306586     -0.7075230
            218     -0.2934160     -1.4018624     -0.2882775     -1.0832469
            221      0.4111949     -0.9627475      0.4165092     -0.6460773
            223      0.5882559     -1.4570294      0.5943386     -1.1545388
            224      0.9413597     -0.9697922      0.9471644     -0.6647731
            229      1.0147468     -1.0891143      1.0204718     -0.7806740
            230      0.7899242     -0.8509736      0.7944837     -0.5418374
            233      0.4495186     -1.6136603      0.4554534     -1.3115221
            236      1.1066237     -1.3091820      1.1133262     -0.9978413
            238      1.1012923     -1.2617391      1.1075276     -0.9509798
            241      0.4711863     -0.9796885      0.4768352     -0.6637972
            243      0.9392943     -1.0779089      0.9442034     -0.7682537
            244      0.8296684     -1.4512354      0.8358489     -1.1465514
            245      0.9491190     -1.1230410      0.9542494     -0.8125902
            247      1.2749260     -1.0123396      1.2808369     -0.7023406
            248      0.9719041     -1.2200975      0.9773987     -0.9059653
            249      0.4804526     -1.3871543      0.4856551     -1.0781789
            252      0.8546629     -1.6696678      0.8613394     -1.3655277
            258      1.0871018     -1.1253379      1.0930829     -0.8159014
            259      0.4440702     -1.5598983      0.4499969     -1.2568932
            260      0.6359543     -1.1783018      0.6419885     -0.8686179
            261      0.5487614     -0.9885426      0.5541165     -0.6746470
            268      0.9633761     -1.3278804      0.9697479     -1.0173490
            269      1.2920385     -1.4159646      1.2990097     -1.1031412
            270      0.8392908     -1.2598434      0.8449666     -0.9502317
            272      1.0335692     -0.8363289      1.0389237     -0.5313453
            275      0.4647945     -0.8726842      0.4703766     -0.5578505
            278      0.8905959     -1.4880090      0.8970823     -1.1841748
            279      0.8331462     -0.9939573      0.8384544     -0.6849931
            280      0.5597121     -1.3307186      0.5662425     -1.0212364
            282      0.7173557     -1.3403770      0.7235433     -1.0352241
            283      1.3253502     -0.8930760      1.3311116     -0.5920979
            284      1.2795484     -1.0984659      1.2855515     -0.7878292
            285      0.8048846     -1.5901721      0.8117543     -1.2864671
            286      1.0581520     -1.5889759      1.0648107     -1.2813470
            287      0.8190747     -1.1979061      0.8251703     -0.8863956
            288      1.0740910     -0.9153219      1.0794015     -0.6104490
            289      0.6147438     -1.5678208      0.6209496     -1.2633211
            291      1.2636666     -1.5104884      1.2703672     -1.1952682
            293      0.8572304     -1.2990798      0.8630321     -0.9895728
            294      1.2955118     -1.2813845      1.3015901     -0.9665294
            295      0.4241349     -1.4449485      0.4298641     -1.1379138
            296      0.9246087     -0.8676523      0.9296225     -0.5631552
